sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline
sample0_Nanopore_metaflye	Metabat2	bin.20	Nanopore_metaflye	Nanopore	6.0	0	0	0	0.0	0.0	low-quality	sample0_Nanopore_metaflye+bin.20	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum	GCF_001276985.1	GCF_001276985.1	78	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	9	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.22	Nanopore_metaflye	Nanopore	50.0	3	5	4	96.45	0.06	complete	sample0_Nanopore_metaflye+bin.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.26	Nanopore_metaflye	Nanopore		0	0	0	0.0	0.0	low-quality	sample0_Nanopore_metaflye+bin.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	GCF_001025135.1	54	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	0	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.3	Nanopore_metaflye	Nanopore	40.0	6	6	5	99.01	0.0	complete	sample0_Nanopore_metaflye+bin.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.30	Nanopore_metaflye	Nanopore	41.0	2	2	2	58.62	1.72	medium-quality	sample0_Nanopore_metaflye+bin.30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter ruhlandii	GCF_002082135.1	GCF_002082135.1	72	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	4	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.38	Nanopore_metaflye	Nanopore	39.0	2	2	2	53.45	0.0	medium-quality	sample0_Nanopore_metaflye+bin.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella holmesii	GCF_000612485.1	GCF_000612485.1	56	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.39	Nanopore_metaflye	Nanopore	57.0	6	6	7	99.09	0.0	complete	sample0_Nanopore_metaflye+bin.39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.42	Nanopore_metaflye	Nanopore	73.0	6	6	6	97.86	1.36	complete	sample0_Nanopore_metaflye+bin.42	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.6	Nanopore_metaflye	Nanopore	58.0	3	3	3	100.0	0.0	complete	sample0_Nanopore_metaflye+bin.6	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfocurvibacter;s__Desulfocurvibacter africanus	GCF_000422545.1	GCF_000422545.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	0	1	2	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.7	Nanopore_metaflye	Nanopore	67.0	7	7	7	100.0	0.0	complete	sample0_Nanopore_metaflye+bin.7	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	GCF_003010495.1	GCF_003010495.1	67	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	7	7	7	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.8	Nanopore_metaflye	Nanopore	16.0	1	1	1	16.57	0.0	low-quality	sample0_Nanopore_metaflye+bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	GCF_000265365.1	51	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye
sample0_Nanopore_metaflye	Metabat2	bin.9	Nanopore_metaflye	Nanopore	49.0	2	2	2	99.45	1.64	complete	sample0_Nanopore_metaflye+bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye
sample0_Nanopore_OPERA-MS	Metabat2	bin.1	Nanopore_OPERA-MS	mNGS+Nanopore		0	0	0	0.0	0.0	low-quality	sample0_Nanopore_OPERA-MS+bin.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__DNF00809;s__DNF00809 sp000814825	GCF_000814825.1	GCF_000814825.1	50	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.10	Nanopore_OPERA-MS	mNGS+Nanopore	38.0	3	3	3	100.0	0.0	complete	sample0_Nanopore_OPERA-MS+bin.10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Taylorella;s__Taylorella equigenitalis	GCF_000276685.1	GCF_000276685.1	38	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.17	Nanopore_OPERA-MS	mNGS+Nanopore	47.0	2	2	2	99.77	0.0	complete	sample0_Nanopore_OPERA-MS+bin.17	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Coraliomargarita;s__Coraliomargarita akajimensis	GCF_000025905.1	GCF_000025905.1	47	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.2	Nanopore_OPERA-MS	mNGS+Nanopore	35.0	2	2	3	65.68	0.0	medium-quality	sample0_Nanopore_OPERA-MS+bin.2	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio vulgaris	GCF_000195755.1	GCF_000195755.1	68	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	6	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.20	Nanopore_OPERA-MS	mNGS+Nanopore	49.0	2	2	2	100.0	1.64	complete	sample0_Nanopore_OPERA-MS+bin.20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.23	Nanopore_OPERA-MS	mNGS+Nanopore	44.0	5	5	6	99.54	0.31	complete	sample0_Nanopore_OPERA-MS+bin.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_B;s__Haemophilus_B ducreyi	GCF_900109315.1	GCF_900109315.1	37	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	6	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.25	Nanopore_OPERA-MS	mNGS+Nanopore	64.0	8	8	8	99.31	0.0	complete	sample0_Nanopore_OPERA-MS+bin.25	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum	GCF_001276985.1	GCF_001276985.1	78	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	9	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.28	Nanopore_OPERA-MS	mNGS+Nanopore	43.0	2	2	2	91.83	0.0	complete	sample0_Nanopore_OPERA-MS+bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	GCF_000265365.1	51	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.3	Nanopore_OPERA-MS	mNGS+Nanopore	50.0	4	4	3	53.37	0.0	medium-quality	sample0_Nanopore_OPERA-MS+bin.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	GCF_000225345.1	58	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	4	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.36	Nanopore_OPERA-MS	mNGS+Nanopore	67.0	7	7	7	100.0	0.0	complete	sample0_Nanopore_OPERA-MS+bin.36	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	GCF_003010495.1	GCF_003010495.1	67	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	7	7	7	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.40	Nanopore_OPERA-MS	mNGS+Nanopore		0	0	0	0.0	0.0	low-quality	sample0_Nanopore_OPERA-MS+bin.40	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pseudohinzii	GCF_000657795.2	GCF_000657795.2	57	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.47	Nanopore_OPERA-MS	mNGS+Nanopore	3.0	1	1	1	39.66	0.0	low-quality	sample0_Nanopore_OPERA-MS+bin.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.49	Nanopore_OPERA-MS	mNGS+Nanopore	30.0	3	3	3	88.12	0.0	medium-quality	sample0_Nanopore_OPERA-MS+bin.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.55	Nanopore_OPERA-MS	mNGS+Nanopore	38.0	1	1	0	85.71	0.0	medium-quality	sample0_Nanopore_OPERA-MS+bin.55	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	GCF_001025135.1	54	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	0	Nanopore_OPERA-MS
