sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline	tRNA_compare	rna.16S_compare	rna.5S_compare	rna.23S_compare	accession	checkm_completeness	checkm_contamination	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	ncbi_assembly_level	ncbi_date	ncbi_rrna_count	ncbi_trna_count
sample1_PacBio_OPERA-MS	MetaBAT2	bin.21	PacBio_OPERA-MS	mNGS+PacBio	3.0	1	1	1	48.28	0.0	low-quality	sample1_PacBio_OPERA-MS+bin.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	RS_GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	PacBio_OPERA-MS	0.088235294117647	1.0	0.2	1.0	RS_GCF_900167265.1	98.62	0.1	RS_GCF_900167265.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	Scaffold	2017-3-4	17	40
sample0_Nanopore_metaflye	bin3C	bin21	Nanopore_metaflye	Nanopore	50.0	3	5	4	96.45	0.06	complete	sample0_Nanopore_metaflye+bin21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	RS_GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	Nanopore_metaflye	1.4705882352941178	3.0	0.8	5.0	RS_GCF_900167265.1	98.62	0.1	RS_GCF_900167265.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	Scaffold	2017-3-4	17	40
sample0_Nanopore_OPERA-MS	bin3C	bin25	Nanopore_OPERA-MS	mNGS+Nanopore	46.0	3	4	4	96.45	0.06	complete	sample0_Nanopore_OPERA-MS+bin25	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	RS_GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	Nanopore_OPERA-MS	1.3529411764705883	3.0	0.8	4.0	RS_GCF_900167265.1	98.62	0.1	RS_GCF_900167265.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	Scaffold	2017-3-4	17	40
sample1_mNGS_metaSPAdes	bin3C	bin0026	mNGS_metaSPAdes	mNGS	36.0	0	0	1	90.82	2.17	complete	sample1_mNGS_metaSPAdes+bin0026	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	RS_GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	mNGS_metaSPAdes	1.0588235294117647	0.0	0.2	0.0	RS_GCF_900167265.1	98.62	0.1	RS_GCF_900167265.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	Scaffold	2017-3-4	17	40
sample1_PacBio_OPERA-MS	bin3C	bin031	PacBio_OPERA-MS	mNGS+PacBio	49.0	2	1	2	97.55	0.14	complete	sample1_PacBio_OPERA-MS+bin031	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	RS_GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	PacBio_OPERA-MS	1.4411764705882353	2.0	0.4	1.0	RS_GCF_900167265.1	98.62	0.1	RS_GCF_900167265.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	Scaffold	2017-3-4	17	40
sample0_mNGS_metaSPAdes	MetaBAT2	bin.16	mNGS_metaSPAdes	mNGS	45.0	0	0	7	99.68	0.0	complete	sample0_mNGS_metaSPAdes+bin.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	mNGS_metaSPAdes	0.7627118644067796	0.0	1.0	0.0	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_Nanopore_metaflye	MetaBAT2	bin.39	Nanopore_metaflye	Nanopore	57.0	6	6	7	99.09	0.0	complete	sample0_Nanopore_metaflye+bin.39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	Nanopore_metaflye	0.9661016949152542	1.0	1.0	1.0	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_Nanopore_OPERA-MS	MetaBAT2	bin.47	Nanopore_OPERA-MS	mNGS+Nanopore	3.0	1	1	1	39.66	0.0	low-quality	sample0_Nanopore_OPERA-MS+bin.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	Nanopore_OPERA-MS	0.0508474576271186	0.1666666666666666	0.1428571428571428	0.1666666666666666	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_PacBio_OPERA-MS	MetaBAT2	bin.46	PacBio_OPERA-MS	mNGS+PacBio	50.0	4	4	7	99.77	0.0	complete	sample0_PacBio_OPERA-MS+bin.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	PacBio_OPERA-MS	0.847457627118644	0.6666666666666666	1.0	0.6666666666666666	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_mNGS_metaSPAdes	bin3C	bin029	mNGS_metaSPAdes	mNGS	45.0	1	1	7	99.77	0.02	complete	sample0_mNGS_metaSPAdes+bin029	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	mNGS_metaSPAdes	0.7627118644067796	0.1666666666666666	1.0	0.1666666666666666	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_Nanopore_metaflye	bin3C	bin25	Nanopore_metaflye	Nanopore	57.0	6	6	7	99.55	0.0	complete	sample0_Nanopore_metaflye+bin25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	Nanopore_metaflye	0.9661016949152542	1.0	1.0	1.0	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_Nanopore_OPERA-MS	bin3C	bin31	Nanopore_OPERA-MS	mNGS+Nanopore	22.0	0	0	0	32.53	0.0	low-quality	sample0_Nanopore_OPERA-MS+bin31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	Nanopore_OPERA-MS	0.3728813559322034	0.0	0.0	0.0	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_PacBio_OPERA-MS	bin3C	bin029	PacBio_OPERA-MS	mNGS+PacBio	50.0	5	5	7	99.77	0.0	complete	sample0_PacBio_OPERA-MS+bin029	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	RS_GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	PacBio_OPERA-MS	0.847457627118644	0.8333333333333334	1.0	0.8333333333333334	RS_GCF_001457655.1	99.77	0.0	RS_GCF_001457655.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	Complete Genome	2015-3-22	19	59
sample0_mNGS_metaSPAdes	MetaBAT2	bin.17	mNGS_metaSPAdes	mNGS	41.0	0	0	5	95.16	0.0	complete	sample0_mNGS_metaSPAdes+bin.17	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	mNGS_metaSPAdes	0.5	0.0	0.4166666666666667	0.0	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample0_PacBio_OPERA-MS	MetaBAT2	bin.27	PacBio_OPERA-MS	mNGS+PacBio	15.0	2	2	1	32.66	0.0	low-quality	sample0_PacBio_OPERA-MS+bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	PacBio_OPERA-MS	0.1829268292682926	0.1666666666666666	0.0833333333333333	0.1666666666666666	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample1_Nanopore_metaflye	MetaBAT2	bin.30	Nanopore_metaflye	Nanopore	67.0	3	3	5	93.55	0.0	complete	sample1_Nanopore_metaflye+bin.30	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	Nanopore_metaflye	0.8170731707317073	0.25	0.4166666666666667	0.25	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample1_Nanopore_OPERA-MS	MetaBAT2	bin.9	Nanopore_OPERA-MS	mNGS+Nanopore	86.0	8	8	8	80.65	0.02	medium-quality	sample1_Nanopore_OPERA-MS+bin.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	Nanopore_OPERA-MS	1.048780487804878	0.6666666666666666	0.6666666666666666	0.6666666666666666	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample1_PacBio_metaflye	MetaBAT2	bin.12	PacBio_metaflye	PacBio	24.0	0	0	0	11.52	0.0	low-quality	sample1_PacBio_metaflye+bin.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	PacBio_metaflye	0.2926829268292683	0.0	0.0	0.0	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample0_mNGS_metaSPAdes	bin3C	bin005	mNGS_metaSPAdes	mNGS	71.0	0	0	8	99.19	0.0	complete	sample0_mNGS_metaSPAdes+bin005	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	mNGS_metaSPAdes	0.8658536585365854	0.0	0.6666666666666666	0.0	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample0_Nanopore_metaflye	bin3C	bin06	Nanopore_metaflye	Nanopore	69.0	8	8	8	99.19	0.0	complete	sample0_Nanopore_metaflye+bin06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	Nanopore_metaflye	0.8414634146341463	0.6666666666666666	0.6666666666666666	0.6666666666666666	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample0_PacBio_OPERA-MS	bin3C	bin008	PacBio_OPERA-MS	mNGS+PacBio	75.0	7	7	8	99.19	0.0	complete	sample0_PacBio_OPERA-MS+bin008	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	PacBio_OPERA-MS	0.9146341463414634	0.5833333333333334	0.6666666666666666	0.5833333333333334	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
sample1_Nanopore_OPERA-MS	bin3C	bin012	Nanopore_OPERA-MS	mNGS+Nanopore	86.0	8	8	8	99.19	0.02	complete	sample1_Nanopore_OPERA-MS+bin012	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	RS_GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	Nanopore_OPERA-MS	1.048780487804878	0.6666666666666666	0.6666666666666666	0.6666666666666666	RS_GCF_006742065.1	99.19	0.27	RS_GCF_006742065.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	Complete Genome	2019-06-11	36	81
