	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
10	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.31	1975	57	54	17	3	0	0	0	0	0	2426531	2403799	1362660	396473	0	0	0	0	0	57	149029	2426531	57912	31167	15	29	0.0	k__Bacteria (UID2570)	433	273	183	8	265	0	0	0	0	96.17	0.0	0.0	22.0	0	0	0	Petrimonas_mucosa	100.0	2.43	Petrimonas_mucosa	68.2270904431058	complete	Metabat2	sample0_mNGS_metaSPAdes	bin.31	mNGS_metaSPAdes	bin.31.fa	mNGS	0	0	0				
11	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.32	4451	54	53	41	22	2	0	0	0	0	5756196	5746204	5352118	3974915	800497	0	0	0	0	54	466805	5756196	133483	82536	13	26	0.0	g__Bacteroides (UID2691)	33	839	309	23	815	1	0	0	0	97.47	0.08	0.0	44.0	0	0	3	Bacteroides_thetaiotaomicron	100.0	5.76	Bacteroides_thetaiotaomicron	33.9518494505746	complete	Metabat2	sample0_mNGS_metaSPAdes	bin.32	mNGS_metaSPAdes	bin.32.fa	mNGS	0	0	1	0.0	0.0	106.0	
12	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.36	3060	42	41	25	10	1	0	0	0	0	3228458	3221969	2738081	1630759	426905	0	0	0	0	42	426905	3228458	101055	65105	10	20	0.0	c__Clostridia (UID1085)	35	420	196	8	408	4	0	0	0	95.92	0.89	0.0	29.0	0	0	3	Desulfitobacterium_dichloroeliminans	100.0	3.23	Desulfitobacterium_dichloroeliminans	33.869543912295	complete	Metabat2	sample0_mNGS_metaSPAdes	bin.36	mNGS_metaSPAdes	bin.36.fa	mNGS	0	0	1	0.0	0.0	112.0	
13	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.37	1410	59	40	9	0	0	0	0	0	0	1478039	1357549	585112	0	0	0	0	0	0	59	84587	1478039	46653	22790	13	24	0.0	p__Firmicutes (UID240)	1318	175	101	22	153	0	0	0	0	93.73	0.0	0.0	30.0	0	0	0	Candidatus_Arthromitus	96.344	1.48	Candidatus_Arthromitus	33.8253253127962	complete	Metabat2	sample0_mNGS_metaSPAdes	bin.37	mNGS_metaSPAdes	bin.37.fa	mNGS	0	0	0				
14	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.42	1437	17	16	10	7	1	0	0	0	0	1434968	1425010	1266616	1034781	296893	0	0	0	0	17	296893	1434968	108713	94267	5	8	0.0	f__Pasteurellaceae (UID4932)	83	765	438	57	708	0	0	0	0	92.47	0.0	0.0	31.0	0	0	0	[Haemophilus]_ducreyi	100.0	1.43	[Haemophilus]_ducreyi	34.5681924614347	complete	Metabat2	sample0_mNGS_metaSPAdes	bin.42	mNGS_metaSPAdes	bin.42.fa	mNGS	0	0	0				
15	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.45	1194	15	15	10	5	1	0	0	0	0	1346494	1346494	1214900	889286	273970	0	0	0	0	15	273970	1346494	136285	64033	4	7	0.0	k__Bacteria (UID203)	5449	103	57	66	37	0	0	0	0	54.39	0.0	0.0	12.0	0	0	0	Roseburia_hominis	100.0	1.35	Roseburia_hominis	1016.73004112904	medium-quality	Metabat2	sample0_mNGS_metaSPAdes	bin.45	mNGS_metaSPAdes	bin.45.fa	mNGS	0	0	0				
16	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.5	2597	28	28	21	11	3	0	0	0	0	3018740	3018740	2822759	2096741	931321	0	0	0	0	28	332599	3018740	152644	92996	7	13	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	73	211	0	0	0	0	74.16	0.0	0.0	39.0	0	0	2	Desulfovibrio_vulgaris	100.0	3.02	Desulfovibrio_vulgaris	135.691828378728	medium-quality	Metabat2	sample0_mNGS_metaSPAdes	bin.5	mNGS_metaSPAdes	bin.5.fa	mNGS	0	0	1	0.0	0.0	108.0	
17	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.51	3123	149	128	8	2	0	0	0	0	0	3405576	3245005	671247	273207	0	0	0	0	0	149	161787	3405576	26693	17501	38	76	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	75	208	1	0	0	0	71.43	0.3	100.0	18.0	0	0	0	Desulfocurvibacter_africanus	100.0	3.41	Desulfocurvibacter_africanus	33.7813779519236	medium-quality	Metabat2	sample0_mNGS_metaSPAdes	bin.51	mNGS_metaSPAdes	bin.51.fa	mNGS	0	0	0				
18	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.6	3056	12	12	12	10	6	2	0	0	0	3671771	3671771	3671771	3561152	2944609	1462606	0	0	0	12	944991	3671771	454637	296594	3	6	0.0	k__Bacteria (UID2982)	88	230	148	1	229	0	0	0	0	99.77	0.0	0.0	39.0	0	0	0	Coraliomargarita_akajimensis	100.0	3.67	Coraliomargarita_akajimensis	1052.00420995754	complete	Metabat2	sample0_mNGS_metaSPAdes	bin.6	mNGS_metaSPAdes	bin.6.fa	mNGS	0	0	0				
19	sample0	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	sample0_mNGS_metaSPAdes	bin.7	5169	281	188	11	1	0	0	0	0	0	5252028	4684918	780144	127281	0	0	0	0	0	281	127281	5252028	25834	15687	64	129	0.0	o__Burkholderiales (UID4000)	193	427	214	113	313	1	0	0	0	73.7	0.16	100.0	18.0	0	0	1	Achromobacter_xylosoxidans	99.731	5.25	Achromobacter_xylosoxidans	103.126849285647	medium-quality	Metabat2	sample0_mNGS_metaSPAdes	bin.7	mNGS_metaSPAdes	bin.7.fa	mNGS	0	0	1	0.0	0.0	100.0	
20	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.1	2783	1	1	1	1	1	1	1	1	1	3144098	3144098	3144098	3144098	3144098	3144098	3144098	3144098	3144098	1	3144098	3144098	3144098	3144098	1	1	0.0	g__Butyrivibrio (UID1297)	25	642	252	7	635	0	0	0	0	98.38	0.0	0.0	48.0	4	4	4	Butyrivibrio_hungatei	100.0	3.14	Butyrivibrio_hungatei	33.8934568833414	complete	Metabat2	sample0_Nanopore_metaflye	bin.1	Nanopore_metaflye	bin.1.fa	Nanopore	1	1	2	1542.0	2858.0	97.5	
21	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.11	1539	1	1	1	1	1	1	1	0	0	1693629	1693629	1693629	1693629	1693629	1693629	1693629	0	0	1	1693629	1693629	1693629	1693629	1	1	0.0	c__Betaproteobacteria (UID3959)	235	406	201	0	406	0	0	0	0	100.0	0.0	0.0	38.0	3	3	3	Taylorella_equigenitalis	100.0	1.69	Taylorella_equigenitalis	35.4060718138388	complete	Metabat2	sample0_Nanopore_metaflye	bin.11	Nanopore_metaflye	bin.11.fa	Nanopore	1	1	1	1543.0	2938.0	105.0	
22	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.12	3136	1	1	1	1	1	1	1	1	1	3750000	3750000	3750000	3750000	3750000	3750000	3750000	3750000	3750000	1	3750000	3750000	3750000	3750000	1	1	0.0	k__Bacteria (UID2982)	88	230	148	1	229	0	0	0	0	99.77	0.0	0.0	47.0	2	2	2	Coraliomargarita_akajimensis	100.0	3.75	Coraliomargarita_akajimensis	1049.799	complete	Metabat2	sample0_Nanopore_metaflye	bin.12	Nanopore_metaflye	bin.12.fa	Nanopore	1	1	1	1551.0	2887.0	77.0	
23	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.16	1632	1	1	1	1	1	1	1	0	0	1662904	1662904	1662904	1662904	1662904	1662904	1662904	0	0	1	1662904	1662904	1662904	1662904	1	1	0.0	f__Pasteurellaceae (UID4932)	83	765	438	4	760	1	0	0	0	99.43	0.02	0.0	49.0	6	6	7	[Haemophilus]_ducreyi	100.0	1.66	[Haemophilus]_ducreyi	34.4878297243858	complete	Metabat2	sample0_Nanopore_metaflye	bin.16	Nanopore_metaflye	bin.16.fa	Nanopore	1	1	2	1537.0	2890.0	108.5	
24	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.17	2487	1	1	1	1	1	1	1	1	0	2722934	2722934	2722934	2722934	2722934	2722934	2722934	2722934	0	1	2722934	2722934	2722934	2722934	1	1	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	57	227	0	0	0	0	78.7	0.0	0.0	47.0	3	3	4	Desulfovibrio_vulgaris	100.0	2.72	Desulfovibrio_vulgaris	135.39042811908	medium-quality	Metabat2	sample0_Nanopore_metaflye	bin.17	Nanopore_metaflye	bin.17.fa	Nanopore	1	1	1	1546.0	2925.0	108.0	
25	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.18	5178	7	6	3	3	3	3	1	1	1	5794171	5784500	5694772	5694772	5694772	5694772	3998423	3998423	3998423	7	3998423	5794171	3998423	907284	1	2	0.0	o__Burkholderiales (UID4000)	193	427	214	60	367	0	0	0	0	95.45	0.0	0.0	54.0	3	3	3	Bordetella_flabilis	99.563	5.79	Bordetella_flabilis	156.650105770092	complete	Metabat2	sample0_Nanopore_metaflye	bin.18	Nanopore_metaflye	bin.18.fa	Nanopore	1	1	1	1528.0	2881.0	108.0	
26	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.20	514	6	6	3	0	0	0	0	0	0	305386	305386	189177	0	0	0	0	0	0	6	74619	305386	56729	47847	3	4	0.0	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0	6.0	0	0	0	Coriobacterium_glomerans	100.0	0.31	Coriobacterium_glomerans	4.84010399952847	low-quality	Metabat2	sample0_Nanopore_metaflye	bin.20	Nanopore_metaflye	bin.20.fa	Nanopore	0	0	0				
27	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.22	2814	2	2	1	1	1	1	1	1	0	2823330	2823330	2796645	2796645	2796645	2796645	2796645	2796645	0	2	2796645	2823330	2796645	2796645	1	1	0.0	g__Clostridium (UID1380)	44	404	145	8	395	1	0	0	0	96.45	0.06	0.0	50.0	3	5	4	Clostridium_tetani	99.055	2.82	Clostridium_tetani	34.4428919042407	complete	Metabat2	sample0_Nanopore_metaflye	bin.22	Nanopore_metaflye	bin.22.fa	Nanopore	1	4	1	1515.0	2815.5	112.0	
28	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.26	218	9	7	0	0	0	0	0	0	0	202108	187406	0	0	0	0	0	0	0	9	48628	202108	40830	13820	3	5	0.0	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0		0	0	0	Bordetella_parapertussis	39.83	0.2	Bordetella	671.483563243414	low-quality	Metabat2	sample0_Nanopore_metaflye	bin.26	Nanopore_metaflye	bin.26.fa	Nanopore	0	0	0				
29	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.3	1534	1	1	1	1	1	1	1	0	0	1614001	1614001	1614001	1614001	1614001	1614001	1614001	0	0	1	1614001	1614001	1614001	1614001	1	1	6.2	p__Firmicutes (UID240)	1318	175	101	1	174	0	0	0	0	99.01	0.0	0.0	40.0	6	6	5	Candidatus_Arthromitus	100.0	1.61	Candidatus_Arthromitus	33.9558339802763	complete	Metabat2	sample0_Nanopore_metaflye	bin.3	Nanopore_metaflye	bin.3.fa	Nanopore	1	1	1	1514.0	2890.0	112.0	
30	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.30	4224	5	5	3	3	3	2	1	1	1	4360551	4360551	4302157	4302157	4302157	4042850	3310348	3310348	3310348	5	3310348	4360551	3310348	3310348	1	1	0.0	k__Bacteria (UID203)	5449	104	58	64	39	1	0	0	0	58.62	1.72	100.0	41.0	2	2	2	Achromobacter_xylosoxidans	99.768	4.36	Achromobacter_xylosoxidans	577.904695989108	medium-quality	Metabat2	sample0_Nanopore_metaflye	bin.30	Nanopore_metaflye	bin.30.fa	Nanopore	1	1	1	1527.0	2879.0	108.0	
31	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.38	2490	7	6	6	5	3	3	0	0	0	2475793	2467950	2467950	2384053	2052607	2052607	0	0	0	7	912128	2475793	615646	524833	2	3	0.0	k__Bacteria (UID203)	5449	104	58	67	37	0	0	0	0	53.45	0.0	0.0	39.0	2	2	2	Bordetella_holmesii	100.0	2.48	Bordetella_holmesii	171.296267498939	medium-quality	Metabat2	sample0_Nanopore_metaflye	bin.38	Nanopore_metaflye	bin.38.fa	Nanopore	1	1	1	1528.0	2877.0	108.0	
32	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.39	1829	1	1	1	1	1	1	1	0	0	1906139	1906139	1906139	1906139	1906139	1906139	1906139	0	0	1	1906139	1906139	1906139	1906139	1	1	0.0	f__Pasteurellaceae (UID4932)	83	767	440	4	763	0	0	0	0	99.09	0.0	0.0	57.0	6	6	7	Haemophilus_influenzae	100.0	1.91	Haemophilus_influenzae	33.5280637980756	complete	Metabat2	sample0_Nanopore_metaflye	bin.39	Nanopore_metaflye	bin.39.fa	Nanopore	1	1	2	1536.0	3112.0	109.0	
33	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.42	3400	1	1	1	1	1	1	1	1	1	3623304	3623304	3623304	3623304	3623304	3623304	3623304	3623304	3623304	1	3623304	3623304	3623304	3623304	1	1	0.0	c__Clostridia (UID1085)	35	420	196	5	410	5	0	0	0	97.86	1.36	0.0	73.0	6	6	6	Desulfitobacterium_dichloroeliminans	100.0	3.62	Desulfitobacterium_dichloroeliminans	33.8950444125031	complete	Metabat2	sample0_Nanopore_metaflye	bin.42	Nanopore_metaflye	bin.42.fa	Nanopore	3	2	1	1686.7	2989.5	112.0	
34	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.6	3787	1	1	1	1	1	1	1	1	1	4197407	4197407	4197407	4197407	4197407	4197407	4197407	4197407	4197407	1	4197407	4197407	4197407	4197407	1	1	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	0	284	0	0	0	0	100.0	0.0	0.0	58.0	3	3	3	Desulfocurvibacter_africanus	100.0	4.2	Desulfocurvibacter_africanus	35.0378459844375	complete	Metabat2	sample0_Nanopore_metaflye	bin.6	Nanopore_metaflye	bin.6.fa	Nanopore	1	1	1	1548.0	2915.0	110.0	
35	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.7	2263	2	2	2	1	1	1	1	1	0	2502770	2502770	2502770	2432770	2432770	2432770	2432770	2432770	0	2	2432770	2502770	2432770	2432770	1	1	0.0	o__Selenomonadales (UID1024)	64	334	167	0	334	0	0	0	0	100.0	0.0	0.0	67.0	7	7	7	Megasphaera_elsdenii	100.0	2.5	Megasphaera_elsdenii	68.4370917023937	complete	Metabat2	sample0_Nanopore_metaflye	bin.7	Nanopore_metaflye	bin.7.fa	Nanopore	1	1	1	1562.0	2910.0	110.0	
36	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.8	475	1	1	1	1	1	1	0	0	0	605850	605850	605850	605850	605850	605850	0	0	0	1	605850	605850	605850	605850	1	1	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	236	48	0	0	0	0	16.57	0.0	0.0	16.0	1	1	1	Desulfovibrio_vulgaris	100.0	0.61	Desulfovibrio_vulgaris	136.526120326814	low-quality	Metabat2	sample0_Nanopore_metaflye	bin.8	Nanopore_metaflye	bin.8.fa	Nanopore	1	1	1	1546.0	2925.0	108.0	
37	sample0	Nanopore	metaflye	Nanopore_metaflye	Nanopore	sample0_Nanopore_metaflye	bin.9	2995	1	1	1	1	1	1	1	1	1	3712002	3712002	3712002	3712002	3712002	3712002	3712002	3712002	3712002	1	3712002	3712002	3712002	3712002	1	1	0.0	k__Bacteria (UID2570)	433	273	183	1	268	4	0	0	0	99.45	1.64	0.0	49.0	2	2	2	Petrimonas_mucosa	100.0	3.71	Petrimonas_mucosa	67.8084090471934	complete	Metabat2	sample0_Nanopore_metaflye	bin.9	Nanopore_metaflye	bin.9.fa	Nanopore	1	1	1	1525.0	2888.0	105.0	
38	sample0	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	sample0_Nanopore_OPERA-MS	bin.1	156	1	1	1	1	0	0	0	0	0	202287	202287	202287	202287	0	0	0	0	0	1	202287	202287	202287	202287	1	1	0.0	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0		0	0	0	Desulfovibrio_vulgaris	100.0	0.2	Desulfovibrio_vulgaris	136.352311320055	low-quality	Metabat2	sample0_Nanopore_OPERA-MS	bin.1	Nanopore_OPERA-MS	bin.1.fa	mNGS+Nanopore	0	0	0				
39	sample0	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	sample0_Nanopore_OPERA-MS	bin.10	1533	3	3	3	3	3	1	1	0	0	1686151	1686151	1686151	1686151	1686151	1080443	1080443	0	0	3	1080443	1686151	1080443	304485	1	2	0.0	c__Betaproteobacteria (UID3959)	235	406	201	0	406	0	0	0	0	100.0	0.0	0.0	38.0	3	3	3	Taylorella_equigenitalis	100.0	1.69	Taylorella_equigenitalis	34.636043865585	complete	Metabat2	sample0_Nanopore_OPERA-MS	bin.10	Nanopore_OPERA-MS	bin.10.fa	mNGS+Nanopore	1	1	1	1544.0	2939.0	105.0	
40	sample0	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	sample0_Nanopore_OPERA-MS	bin.17	3135	2	2	2	2	2	2	2	1	0	3749627	3749627	3749627	3749627	3749627	3749627	3749627	2493185	0	2	2493185	3749627	2493185	1256442	1	2	0.0	k__Bacteria (UID2982)	88	230	148	1	229	0	0	0	0	99.77	0.0	0.0	47.0	2	2	2	Coraliomargarita_akajimensis	100.0	3.75	Coraliomargarita_akajimensis	1048.89517010625	complete	Metabat2	sample0_Nanopore_OPERA-MS	bin.17	Nanopore_OPERA-MS	bin.17.fa	mNGS+Nanopore	1	1	1	1551.0	2887.0	77.0	
41	sample0	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	sample0_Nanopore_OPERA-MS	bin.2	1863	3	3	2	2	2	2	1	0	0	2035928	2035928	2018741	2018741	2018741	2018741	1271701	0	0	3	1271701	2035928	1271701	747040	1	2	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	88	196	0	0	0	0	65.68	0.0	0.0	35.0	2	2	3	Desulfovibrio_vulgaris	100.0	2.04	Desulfovibrio_vulgaris	134.67779803608	medium-quality	Metabat2	sample0_Nanopore_OPERA-MS	bin.2	Nanopore_OPERA-MS	bin.2.fa	mNGS+Nanopore	1	1	1	1546.0	2925.0	108.0	
